ID,im_nwords_min,im_nwords_max,im_nwords_mean,im_len_min,im_len_max,im_len_mean,total,base_lft,base_gender,base_opl,base_regio,base_polar,base_intpol,MVH_att_cc_1,MVH_att_cc_2,MVH_att_importance_2,att_cc_mean,opl_3cat,search query_1,search query_2,search query_3,total_valid,total_specific,edu_low,edu_mid,edu_high,base_gender2
365,1,1,1.0,7,19,12.333333333333334,klimaat zeestijging temperatuurstijging,66,2,7,5,4.0,6.0,6,6,4,6.0,3,klimaat,zeestijging,temperatuurstijging,3.0,2.0,0,0,1,0
366,1,2,1.3333333333333333,4,14,9.333333333333334,global warming knmi buienradar,54,1,5,4,3.0,7.0,3,4,3,3.5,2,global warming,knmi,buienradar,3.0,3.0,0,1,0,1
367,1,1,1.0,7,11,8.666666666666666,klimaat co2neutraal voetstap,54,1,4,3,10.0,9.0,1,1,2,1.0,2,klimaat,co2neutraal,voetstap,3.0,2.0,0,1,0,1
368,2,5,3.6666666666666665,21,31,24.666666666666668,opwarming van de aarde historische ijstijden zonnecyclus door de eeuwen heen,54,1,4,12,10.0,3.0,1,3,2,2.0,2,opwarming van de aarde,historische ijstijden,zonnecyclus door de eeuwen heen,3.0,3.0,0,1,0,1
369,1,2,1.3333333333333333,12,18,15.0,klimaatverandering klimaatstijging co2 uitstoot,29,2,6,12,7.0,5.0,4,3,3,3.5,3,klimaatverandering,klimaatstijging,co2 uitstoot,3.0,1.0,0,0,1,0
371,3,6,4.0,18,38,25.666666666666668,klimat en samenleving klimat en politiek klimat in samenleving en politiek 2020,30,2,7,12,0.0,6.0,7,7,5,7.0,3,klimat en samenleving,klimat en politiek,klimat in samenleving en politiek 2020,3.0,3.0,0,0,1,0
372,2,7,3.6666666666666665,16,35,25.666666666666668,klimaat politiek hoe denkt partij x over het klimaat partijdoelstelling klimaat,25,2,6,9,6.0,2.0,6,4,4,5.0,3,klimaat politiek,hoe denkt partij x over het klimaat,partijdoelstelling klimaat,3.0,3.0,0,0,1,0
373,1,2,1.6666666666666667,7,21,14.333333333333334,klimaat klimaat veranderingen klimaat akkoord,52,1,4,9,5.0,5.0,4,7,4,5.5,2,klimaat,klimaat veranderingen,klimaat akkoord,3.0,1.0,0,1,0,1
375,3,6,4.666666666666667,20,29,25.666666666666668,hoe erg is het met opwarming vervuiling van crib to cradle verwerken oude accus,57,1,4,2,7.0,7.0,2,1,3,1.5,2,hoe erg is het met opwarming,vervuiling van crib to cradle,verwerken oude accus,3.0,3.0,0,1,0,1
376,1,2,1.3333333333333333,7,16,11.666666666666666,wanneer warm amerika klimaatproblemen,43,1,4,12,2.0,7.0,2,2,1,2.0,2,wanneer warm,amerika,klimaatproblemen,3.0,3.0,0,1,0,1
377,4,7,5.333333333333333,24,32,27.666666666666668,krijgen wij een witte kerst wanneer gaat het vriezen wat voor weer is het in december,59,2,4,7,5.0,1.0,7,7,4,7.0,2,krijgen wij een witte kerst,wanneer gaat het vriezen,wat voor weer is het in december,3.0,3.0,0,1,0,0
378,2,2,2.0,12,15,13.666666666666666,opwarming aarde klimaat doelen uitstoot co2,55,1,5,1,6.0,6.0,6,6,4,6.0,2,opwarming aarde,klimaat doelen,uitstoot co2,3.0,3.0,0,1,0,1
379,2,2,2.0,12,15,13.666666666666666,opwarming aarde co2 uitstoot bijdrage autos,39,1,4,2,0.0,6.0,4,6,4,5.0,2,opwarming aarde,co2 uitstoot,bijdrage autos,3.0,3.0,0,1,0,1
380,1,5,2.6666666666666665,9,42,21.0,uitslag verkiezingen usa klimaat afspraken co2 uitstoot weeromine,53,1,5,7,7.0,6.0,5,4,4,4.5,2,uitslag verkiezingen usa klimaat afspraken,co2 uitstoot,weeromine,3.0,3.0,0,1,0,1
381,2,2,2.0,13,18,14.666666666666666,klimaat beheersing uitstoot auto schone stroom,54,1,4,4,7.0,5.0,4,5,3,4.5,2,klimaat beheersing,uitstoot auto,schone stroom,3.0,3.0,0,1,0,1
382,2,3,2.3333333333333335,19,28,22.666666666666668,nieuws klimaatakkoord klimaatverandering nederland climate change news,26,2,6,6,3.0,6.0,4,5,4,4.5,3,nieuws klimaatakkoord,klimaatverandering nederland,climate change news,3.0,2.0,0,0,1,0
384,1,3,2.0,14,26,20.0,klimaatakkoord politieke partijen klimaat groene voorzieningen,32,2,7,12,2.0,4.0,4,5,4,4.5,3,klimaatakkoord,politieke partijen klimaat,groene voorzieningen,3.0,3.0,0,0,1,0
387,2,4,2.6666666666666665,21,27,23.333333333333332,stijging waterspiegel alternatieve energiebronnen opwarming van de aarde,63,1,6,8,2.0,10.0,7,7,5,7.0,3,stijging waterspiegel,alternatieve energiebronnen,opwarming van de aarde,3.0,3.0,0,0,1,1
388,2,3,2.6666666666666665,19,20,19.333333333333332,climate change info klimaat in nederland klimaat verandering,22,2,5,12,8.0,4.0,3,3,3,3.0,2,climate change info,klimaat in nederland,klimaat verandering,3.0,1.0,0,1,0,0
389,1,4,3.0,18,26,22.666666666666668,klimaatverandering wat verandert in klimaat hoe snel verandert klimaat,39,2,4,12,8.0,6.0,6,5,5,5.5,2,klimaatverandering,wat verandert in klimaat,hoe snel verandert klimaat,3.0,2.0,0,1,0,0
390,1,2,1.3333333333333333,3,18,9.333333333333334,klimaat natuur bescherming wwf,63,1,6,4,7.0,7.0,7,7,5,7.0,3,klimaat,natuur bescherming,wwf,3.0,2.0,0,0,1,1
392,2,4,3.0,14,18,15.333333333333334,opwarming vd aarde van het gas af parijs akkoord,53,1,4,7,4.0,6.0,6,6,4,6.0,2,opwarming vd aarde,van het gas af,parijs akkoord,3.0,3.0,0,1,0,1
393,1,2,1.6666666666666667,14,22,18.0,klimaatverandering klimaat aanpak klimaat doelstellingen,29,2,6,10,5.0,6.0,5,4,2,4.5,3,klimaatverandering,klimaat aanpak,klimaat doelstellingen,3.0,2.0,0,0,1,0
394,1,2,1.6666666666666667,9,17,12.666666666666666,energie transitie waterstof stikstof wet,54,1,4,7,7.0,7.0,3,4,4,3.5,2,energie transitie,waterstof,stikstof wet,3.0,3.0,0,1,0,1
395,2,7,4.666666666666667,19,31,26.0,klimaat verbetering hoe staat het klimaat ervoor wat kan ik aan het klimaat doen,40,2,6,8,9.0,2.0,3,1,1,2.0,3,klimaat verbetering,hoe staat het klimaat ervoor,wat kan ik aan het klimaat doen,3.0,3.0,0,0,1,0
397,1,1,1.0,7,10,8.666666666666666,opwarming zeespiegel poolkap,62,1,5,3,6.0,7.0,6,4,4,5.0,2,opwarming,zeespiegel,poolkap,3.0,3.0,0,1,0,1
398,2,4,3.0,14,27,22.0,climate change milieuvervuiling tegen gaan hoe veranderd het klimaat,28,2,6,7,3.0,1.0,5,5,3,5.0,3,climate change,milieuvervuiling tegen gaan,hoe veranderd het klimaat,3.0,2.0,0,0,1,0
399,2,3,2.3333333333333335,10,28,18.333333333333332,opwarming cijfers hidtorische klimaat gegevemd co2 effect,65,1,6,7,7.0,6.0,3,2,4,2.5,3,opwarming cijfers,hidtorische klimaat gegevemd,co2 effect,3.0,3.0,0,0,1,1
400,1,1,1.0,3,18,10.0,opwarming co2 klimaatverandering,54,2,6,6,4.0,6.0,5,4,4,4.5,3,opwarming,co2,klimaatverandering,3.0,2.0,0,0,1,0
402,1,4,2.0,9,28,18.333333333333332,opwarming co2onderzoek stand van zaken klimaatverandering,58,2,4,5,3.0,6.0,6,4,3,5.0,2,opwarming,co2onderzoek stand van zaken,klimaatverandering,3.0,2.0,0,1,0,0
403,1,3,1.6666666666666667,10,19,15.666666666666666,klimaattop politiek en klimaat klimaatverandering,31,2,6,7,6.0,4.0,7,3,4,5.0,3,klimaattop,politiek en klimaat,klimaatverandering,3.0,2.0,0,0,1,0
404,2,3,2.6666666666666665,16,28,23.333333333333332,politiek klimaat standpunten overheid klimaat klimaat problemen overheid,38,1,6,9,6.0,7.0,6,4,4,5.0,3,politiek klimaat,standpunten overheid klimaat,klimaat problemen overheid,3.0,3.0,0,0,1,1
405,1,2,1.3333333333333333,7,11,9.0,opwarming klimaat smelten ijs,63,1,6,4,6.0,6.0,7,6,5,6.5,3,opwarming,klimaat,smelten ijs,3.0,2.0,0,0,1,1
406,2,3,2.3333333333333335,16,30,23.333333333333332,nadelen biomassa werkelijke opbrengst windmolen ontwikkeling zonnecellen,65,2,7,12,3.0,3.0,6,4,3,5.0,3,nadelen biomassa,werkelijke opbrengst windmolen,ontwikkeling zonnecellen,3.0,3.0,0,0,1,0
407,1,1,1.0,7,10,8.666666666666666,klimaat opwarming zeespiegel,60,1,5,12,1.0,6.0,6,6,4,6.0,2,klimaat,opwarming,zeespiegel,3.0,2.0,0,1,0,1
408,2,5,3.3333333333333335,29,58,40.0,klimaatveranderingen warme zomers stijgende kosten levensonderhoud door klimaatveranderingen effecten klimaatveranderingen,38,1,7,7,3.0,6.0,6,3,4,4.5,3,klimaatveranderingen warme zomers,stijgende kosten levensonderhoud door klimaatveranderingen,effecten klimaatveranderingen,3.0,3.0,0,0,1,1
409,2,3,2.6666666666666665,14,26,21.333333333333332,klimaat regels klimaat nederland aanpak klimaat nederland toekomst,25,2,7,12,5.0,6.0,7,7,5,7.0,3,klimaat regels,klimaat nederland aanpak,klimaat nederland toekomst,3.0,3.0,0,0,1,0
410,1,2,1.3333333333333333,7,19,12.0,klimaat ontbossing stijging zeespiegel,59,1,4,5,3.0,6.0,5,6,5,5.5,2,klimaat,ontbossing,stijging zeespiegel,3.0,2.0,0,1,0,1
412,1,2,1.6666666666666667,16,18,16.666666666666668,klimaatverandering milieu nederland klimaat minister,29,1,4,7,3.0,0.0,7,7,4,7.0,2,klimaatverandering,milieu nederland,klimaat minister,3.0,2.0,0,1,0,1
413,1,2,1.6666666666666667,7,16,11.666666666666666,klimaat toekomst klimaat knmi klimaat,41,1,6,11,5.0,6.0,2,2,3,2.0,3,klimaat toekomst,klimaat knmi,klimaat,3.0,2.0,0,0,1,1
414,1,1,1.0,5,7,6.333333333333333,klimaat energie groen,56,1,4,11,7.0,3.0,5,5,5,5.0,2,klimaat,energie,groen,3.0,2.0,0,1,0,1
415,1,3,1.6666666666666667,4,28,12.0,luchtvervuiling in nederland rivm knmi,55,2,5,4,4.0,6.0,6,4,4,5.0,2,luchtvervuiling in nederland,rivm,knmi,3.0,3.0,0,1,0,0
416,2,2,2.0,15,22,18.0,klimaat problemen ecologische voetafdruk opwarming aarde,32,2,6,10,5.0,3.0,4,6,4,5.0,3,klimaat problemen,ecologische voetafdruk,opwarming aarde,3.0,3.0,0,0,1,0
417,1,2,1.6666666666666667,16,17,16.666666666666668,voortgang klimaat smeltende ijskap wereldtemperatuur,54,1,4,7,9.0,7.0,2,4,2,3.0,2,voortgang klimaat,smeltende ijskap,wereldtemperatuur,3.0,3.0,0,1,0,1
418,2,2,2.0,15,18,16.0,klimaat overleg klimaat brabant klimaat beheersing,64,1,4,7,7.0,5.0,4,6,4,5.0,2,klimaat overleg,klimaat brabant,klimaat beheersing,3.0,3.0,0,1,0,1
419,4,5,4.333333333333333,26,44,35.333333333333336,oplossingen voor het klimaatprobleem wat is het klimaatprobleem genomen maatregels tegen het klimaatprobleem,63,1,5,8,3.0,6.0,6,5,5,5.5,2,oplossingen voor het klimaatprobleem,wat is het klimaatprobleem,genomen maatregels tegen het klimaatprobleem,3.0,3.0,0,1,0,1
420,1,9,4.666666666666667,18,57,32.333333333333336,opwarming van de aarde klimaatverandering temperatuur verschillen  op aarde van de laatste 100 jaar,57,1,6,12,4.0,5.0,6,5,4,5.5,3,opwarming van de aarde,klimaatverandering,temperatuur verschillen  op aarde van de laatste 100 jaar,3.0,2.0,0,0,1,1
421,1,4,2.0,12,22,17.333333333333332,klimaatverandering opwarming van de aarde zonnepanelen,44,2,7,7,8.0,7.0,3,6,4,4.5,3,klimaatverandering,opwarming van de aarde,zonnepanelen,3.0,2.0,0,0,1,0
422,1,2,1.6666666666666667,7,19,14.333333333333334,klimaar verandering klimaat problemen klimaat,28,2,5,8,5.0,2.0,5,5,4,5.0,2,klimaar verandering,klimaat problemen,klimaat,3.0,1.0,0,1,0,0
423,1,2,1.3333333333333333,9,16,13.0,global warming opwarming klimaatbesluiten,54,1,6,8,4.0,3.0,5,7,5,6.0,3,global warming,opwarming,klimaatbesluiten,3.0,3.0,0,0,1,1
425,1,2,1.3333333333333333,7,15,11.666666666666666,klimaatdoelen smelten poolijs urgenda,51,1,6,10,6.0,9.0,7,6,5,6.5,3,klimaatdoelen,smelten poolijs,urgenda,3.0,3.0,0,0,1,1
427,1,1,1.0,3,7,5.333333333333333,klimaat milieu co2,53,1,6,11,7.0,9.0,3,3,3,3.0,3,klimaat,milieu,co2,3.0,2.0,0,0,1,1
428,2,2,2.0,15,17,15.666666666666666,klimaat problemen opwarming aarde klimaat overleg,64,1,4,4,4.0,6.0,2,6,5,4.0,2,klimaat problemen,opwarming aarde,klimaat overleg,3.0,3.0,0,1,0,1
429,1,1,1.0,6,9,7.333333333333333,opwarming klimaat dieren,30,2,6,5,5.0,2.0,7,1,5,4.0,3,opwarming,klimaat,dieren,3.0,2.0,0,0,1,0
430,1,2,1.3333333333333333,11,15,13.666666666666666,luchtvervuiling houtkachels afval scheiding,62,2,3,9,5.0,3.0,5,6,4,5.5,2,luchtvervuiling,houtkachels,afval scheiding,3.0,3.0,0,1,0,0
432,2,2,2.0,10,18,13.333333333333334,tweede kamer politieke partijen klimaat nu,58,1,2,10,5.0,0.0,2,1,3,1.5,1,tweede kamer,politieke partijen,klimaat nu,3.0,3.0,1,0,0,1
435,1,2,1.6666666666666667,18,23,20.0,klimaatverandering stijging zeespiegel verandering temperatuur,43,1,7,10,3.0,6.0,7,7,5,7.0,3,klimaatverandering,stijging zeespiegel,verandering temperatuur,3.0,2.0,0,0,1,1
436,1,2,1.3333333333333333,13,21,17.0,wetgeving klimaat klimaatregels klimaatdoelstellingen,39,1,7,7,7.0,5.0,6,6,5,6.0,3,wetgeving klimaat,klimaatregels,klimaatdoelstellingen,3.0,3.0,0,0,1,1
437,2,4,2.6666666666666665,18,37,26.333333333333332,klimaatverandering facts milieu standpunten politieke partijen duurzame leefstijl,29,2,6,7,2.0,6.0,7,7,5,7.0,3,klimaatverandering facts,milieu standpunten politieke partijen,duurzame leefstijl,3.0,3.0,0,0,1,0
438,1,3,1.6666666666666667,6,14,10.0,ijskap permafrost methaan en co2,64,1,4,3,9.0,10.0,4,4,4,4.0,2,ijskap,permafrost,methaan en co2,3.0,3.0,0,1,0,1
439,1,2,1.6666666666666667,11,19,14.333333333333334,klimaatcrisis klimaat maatregelen klimaat co2,34,2,6,5,6.0,5.0,3,3,2,3.0,3,klimaatcrisis,klimaat maatregelen,klimaat co2,3.0,3.0,0,0,1,0
440,1,1,1.0,15,18,17.0,luchtvervuiling zeespiegelstijging klimaatverandering,58,2,6,8,4.0,1.0,6,6,4,6.0,3,luchtvervuiling,zeespiegelstijging,klimaatverandering,3.0,2.0,0,0,1,0
441,2,7,4.333333333333333,22,53,32.666666666666664,opwarming van de aarde natuurrampen wereldwijd mislukte oogsten door klimaatverandering op de wereld,62,2,5,3,2.0,4.0,7,7,4,7.0,2,opwarming van de aarde,natuurrampen wereldwijd,mislukte oogsten door klimaatverandering op de wereld,3.0,3.0,0,1,0,0
442,1,3,2.0,14,20,17.333333333333332,klimaat beleid weersveranderingen invloed op bebossimg,58,2,4,6,2.0,3.0,3,4,3,3.5,2,klimaat beleid,weersveranderingen,invloed op bebossimg,3.0,3.0,0,1,0,0
446,1,1,1.0,3,8,6.0,klimaat co2 stikstof,63,1,2,6,8.0,7.0,1,2,2,1.5,1,klimaat,co2,stikstof,3.0,2.0,1,0,0,1
447,1,3,2.0,17,19,18.0,klimaatverandering klimaat nederland politiek en klimaat,58,1,6,5,8.0,9.0,5,5,5,5.0,3,klimaatverandering,klimaat nederland,politiek en klimaat,3.0,1.0,0,0,1,1
448,1,1,1.0,13,18,15.0,klimaatverandering klimaatbeleid klimaatsysteem,51,2,4,12,7.0,6.0,3,2,4,2.5,2,klimaatverandering,klimaatbeleid,klimaatsysteem,3.0,2.0,0,1,0,0
451,1,1,1.0,6,9,7.333333333333333,klimaat boeren industrie,65,2,3,12,6.0,2.0,3,4,4,3.5,2,klimaat,boeren,industrie,3.0,2.0,0,1,0,0
453,1,3,1.6666666666666667,17,21,19.333333333333332,klimaatontwikkkeling vvd programma klimaat klimaatbeheersing,51,2,6,4,7.0,6.0,2,4,3,3.0,3,klimaatontwikkkeling,vvd programma klimaat,klimaatbeheersing,3.0,3.0,0,0,1,0
454,1,2,1.3333333333333333,6,17,11.666666666666666,co2 uitstoor stikstofproblemen boeren,56,1,5,6,8.0,6.0,2,1,3,1.5,2,co2 uitstoor,stikstofproblemen,boeren,3.0,3.0,0,1,0,1
455,1,3,2.0,14,29,20.0,klimaatakkoord maatregelen klimaat nederland energie transitie,41,2,5,4,1.0,6.0,7,7,5,7.0,2,klimaatakkoord,maatregelen klimaat nederland,energie transitie,3.0,3.0,0,1,0,0
456,1,2,1.6666666666666667,14,18,16.333333333333332,klimaatvervuilimg opwarmen aarde wereld natuurfinds,32,2,6,10,5.0,1.0,7,5,5,6.0,3,klimaatvervuilimg,opwarmen aarde,wereld natuurfinds,3.0,3.0,0,0,1,0
458,4,6,4.666666666666667,20,31,26.0,ijs op de noordpool en zuidpool stijging van de temperatuur niveau van het water,65,1,4,4,4.0,6.0,6,6,4,6.0,2,ijs op de noordpool en zuidpool,stijging van de temperatuur,niveau van het water,3.0,3.0,0,1,0,1
459,2,3,2.3333333333333335,28,41,32.666666666666664,klimaatverandering nederland klimaatverandering wereldwijd verwachtingen klimaatverandering toekomst,29,2,7,6,7.0,0.0,6,5,1,5.5,3,klimaatverandering nederland,klimaatverandering wereldwijd,verwachtingen klimaatverandering toekomst,3.0,1.0,0,0,1,0
461,1,4,3.0,18,33,26.333333333333332,klimaatverandering waarom verandert het klimaat hoe stoppen we klimaatverandering,41,2,6,8,3.0,6.0,7,4,4,5.5,3,klimaatverandering,waarom verandert het klimaat,hoe stoppen we klimaatverandering,3.0,2.0,0,0,1,0
462,1,2,1.6666666666666667,14,22,18.333333333333332,klimaatverdrsg stijging zeespiegel amerikaanse benadering,66,1,7,2,2.0,7.0,7,6,5,6.5,3,klimaatverdrsg,stijging zeespiegel,amerikaanse benadering,3.0,3.0,0,0,1,1
464,2,4,2.6666666666666665,17,29,21.333333333333332,waterspiegel de komende jaren welke maatregelen politieke partijen,65,1,6,4,0.0,9.0,3,2,3,2.5,3,waterspiegel de komende jaren,welke maatregelen,politieke partijen,3.0,3.0,0,0,1,1
465,2,2,2.0,15,16,15.666666666666666,klimaat oorzaken energie besparen duurzamer leven,49,2,6,11,7.0,6.0,3,5,4,4.0,3,klimaat oorzaken,energie besparen,duurzamer leven,3.0,3.0,0,0,1,0
466,2,2,2.0,14,21,17.333333333333332,klimaat veranderingen klimaat discussie klimaat normen,62,1,6,12,8.0,9.0,1,2,2,1.5,3,klimaat veranderingen,klimaat discussie,klimaat normen,3.0,2.0,0,0,1,1
467,2,3,2.3333333333333335,13,32,20.333333333333332,klimaat sceptici gemiddelde temperatuur nederland zeewater pijl,65,1,6,12,3.0,5.0,2,4,2,3.0,3,klimaat sceptici,gemiddelde temperatuur nederland,zeewater pijl,3.0,3.0,0,0,1,1
468,1,1,1.0,6,10,7.666666666666667,parijs klimaat zeespiegel,54,1,6,11,7.0,6.0,6,5,4,5.5,3,parijs,klimaat,zeespiegel,3.0,2.0,0,0,1,1
469,1,3,2.0,13,20,17.333333333333332,kilmaatregels klimaat verandering documentaire al gore,33,2,6,12,5.0,7.0,6,6,4,6.0,3,kilmaatregels,klimaat verandering,documentaire al gore,3.0,2.0,0,0,1,0
470,1,5,2.6666666666666665,14,22,17.0,global warming luchtvervuiling wat kun je zelf doenom,41,2,4,9,5.0,3.0,6,4,4,5.0,2,global warming,luchtvervuiling,wat kun je zelf doenom,3.0,3.0,0,1,0,0
471,2,2,2.0,11,31,18.333333333333332,vieze lucht milieu advies milieuvriendelijke initiatieven,52,1,6,8,6.0,9.0,5,4,4,4.5,3,vieze lucht,milieu advies,milieuvriendelijke initiatieven,3.0,3.0,0,0,1,1
472,1,2,1.6666666666666667,13,17,15.0,klimaatcrisis climate dangers schone mobiliteit,67,1,7,12,2.0,10.0,7,7,5,7.0,3,klimaatcrisis,climate dangers,schone mobiliteit,3.0,3.0,0,0,1,1
473,2,5,3.0,14,36,22.0,klimaat crisis temperatuur weer grote afspraken met landen onderling,70,1,7,7,6.0,10.0,7,6,5,6.5,3,klimaat crisis,temperatuur weer,grote afspraken met landen onderling,3.0,3.0,0,0,1,1
474,1,1,1.0,16,18,16.666666666666668,klimaatverandering klimaatproblemen klimaatdiscussie,27,2,7,7,6.0,6.0,6,6,5,6.0,3,klimaatverandering,klimaatproblemen,klimaatdiscussie,3.0,2.0,0,0,1,0
475,1,1,1.0,4,11,8.666666666666666,kernenergie zonnecellen wind,41,1,7,10,8.0,6.0,3,3,4,3.0,3,kernenergie,zonnecellen,wind,3.0,3.0,0,0,1,1
476,1,2,1.6666666666666667,12,16,14.333333333333334,energie besparen zonnepanelen opwarming aarde,61,2,4,5,3.0,5.0,7,6,4,6.5,2,energie besparen,zonnepanelen,opwarming aarde,3.0,3.0,0,1,0,0
477,1,2,1.6666666666666667,14,15,14.333333333333334,klimaatverdrag uitstoot normen groene energie,47,1,6,12,6.0,7.0,4,5,4,4.5,3,klimaatverdrag,uitstoot normen,groene energie,3.0,3.0,0,0,1,1
478,3,3,3.0,20,29,25.666666666666668,klimaat stijging zee klimaat stijging temperaturen klimaat smeltende gletschets,53,2,5,4,5.0,6.0,7,1,5,4.0,2,klimaat stijging zee,klimaat stijging temperaturen,klimaat smeltende gletschets,3.0,3.0,0,1,0,0
479,1,5,3.0,16,31,23.0,weersverandering smelten ijs op de pool stormen door klimaatverandering,53,2,3,6,1.0,4.0,6,4,3,5.0,2,weersverandering,smelten ijs op de pool,stormen door klimaatverandering,3.0,3.0,0,1,0,0
480,2,4,2.6666666666666665,14,21,17.333333333333332,global warming ijskappen smelten how to be sustainable,23,2,6,7,2.0,6.0,6,6,4,6.0,3,global warming,ijskappen smelten,how to be sustainable,3.0,3.0,0,0,1,0
482,1,3,2.0,7,19,14.666666666666666,klimaat klimaat en gevolgen klimaat verbeteren,51,1,3,12,5.0,6.0,5,5,4,5.0,2,klimaat,klimaat en gevolgen,klimaat verbeteren,3.0,2.0,0,1,0,1
483,2,3,2.3333333333333335,21,25,22.666666666666668,overheid klimaatdoelen haarlem klimaatdoelen haarlem klimaat subsidies,59,2,5,8,4.0,6.0,6,6,4,6.0,2,overheid klimaatdoelen,haarlem klimaatdoelen,haarlem klimaat subsidies,3.0,3.0,0,1,0,0
484,2,2,2.0,16,17,16.666666666666668,klimaat nederland politiek klimaat afspraken klimaat,30,2,7,12,3.0,6.0,6,6,5,6.0,3,klimaat nederland,politiek klimaat,afspraken klimaat,3.0,2.0,0,0,1,0
485,1,1,1.0,6,18,12.333333333333334,klimaatverandering klimaatschade milieu,38,1,6,12,8.0,4.0,2,2,1,2.0,3,klimaatverandering,klimaatschade,milieu,3.0,2.0,0,0,1,1
486,5,9,7.0,29,58,48.333333333333336,wie veroorzaakt in nederland de meeste kooldioxideuitstoot hoe snel stijgt de zeespiegel welke politieke partij bemoeit zich het meeste met klimaat,56,1,6,8,6.0,7.0,7,6,4,6.5,3,wie veroorzaakt in nederland de meeste kooldioxideuitstoot,hoe snel stijgt de zeespiegel,welke politieke partij bemoeit zich het meeste met klimaat,3.0,3.0,0,0,1,1
488,1,7,4.0,13,46,31.666666666666668,klimatakkoord wat houdt het klimaatakkoord voor nederland in klimaatakkoord gevolgen voor burgers,54,2,7,10,5.0,5.0,4,4,3,4.0,3,klimatakkoord,wat houdt het klimaatakkoord voor nederland in,klimaatakkoord gevolgen voor burgers,3.0,3.0,0,0,1,0
489,1,4,2.3333333333333335,14,25,17.666666666666668,klimaatakkoord van het gas af kosten klimaatmaatregelen,61,1,7,12,4.0,7.0,6,3,4,4.5,3,klimaatakkoord,van het gas af,kosten klimaatmaatregelen,3.0,3.0,0,0,1,1
490,2,7,3.6666666666666665,15,31,21.666666666666668,opwarming aarde oplossingen klimaat wat kan ik doen aan het klimaat,33,2,6,4,8.0,3.0,7,7,5,7.0,3,opwarming aarde,oplossingen klimaat,wat kan ik doen aan het klimaat,3.0,3.0,0,0,1,0
491,1,4,2.3333333333333335,13,57,32.0,klimaatcrisis oplossingen klimaatcrisiss milieuvriendelijkeduurzame producten betreffende  klimaat,64,2,5,12,7.0,6.0,3,3,4,3.0,2,klimaatcrisis,oplossingen klimaatcrisiss,milieuvriendelijkeduurzame producten betreffende  klimaat,3.0,3.0,0,1,0,0
492,1,2,1.6666666666666667,14,19,16.0,klimaatsverandering opwarmen aarde cijfers klimaat,21,2,5,4,3.0,6.0,6,6,4,6.0,2,klimaatsverandering,opwarmen aarde,cijfers klimaat,3.0,2.0,0,1,0,0
493,2,3,2.3333333333333335,14,27,20.0,klimaat nieuws veranderingen klimaatgebied politiek en klimaat,60,2,6,7,3.0,9.0,6,6,5,6.0,3,klimaat nieuws,veranderingen klimaatgebied,politiek en klimaat,3.0,3.0,0,0,1,0
494,1,2,1.3333333333333333,3,15,8.666666666666666,opwarming aarde co2 stikstof,52,1,4,12,4.0,1.0,5,5,4,5.0,2,opwarming aarde,co2,stikstof,3.0,3.0,0,1,0,1
496,1,1,1.0,13,18,14.666666666666666,klimaatverandering klimaatbeleid klimaatbeheer,59,1,2,5,2.0,6.0,6,6,4,6.0,1,klimaatverandering,klimaatbeleid,klimaatbeheer,3.0,2.0,1,0,0,1
497,1,1,1.0,6,8,7.0,klimaat politiek nieuws,36,2,4,6,2.0,0.0,7,4,4,5.5,2,klimaat,politiek,nieuws,3.0,2.0,0,1,0,0
498,1,1,1.0,11,11,11.0,kernenergie stekkerauto zonnepaneel,66,2,2,8,7.0,1.0,3,3,3,3.0,1,kernenergie,stekkerauto,zonnepaneel,3.0,3.0,1,0,0,0
499,2,3,2.6666666666666665,27,31,28.666666666666668,klimaateffecten in nederland klimaatverandering in nederland effecten klimaatverandering,55,1,7,4,1.0,9.0,7,6,5,6.5,3,klimaateffecten in nederland,klimaatverandering in nederland,effecten klimaatverandering,3.0,2.0,0,0,1,1
500,2,8,4.0,14,41,24.666666666666668,klimaat aanpak klimaat verandering hoe verminder ik mijn last op het klimaat,46,2,4,12,5.0,0.0,4,4,3,4.0,2,klimaat aanpak,klimaat verandering,hoe verminder ik mijn last op het klimaat,3.0,2.0,0,1,0,0
501,1,2,1.3333333333333333,7,18,13.333333333333334,klimaatverandering updates klimaat klimaat,30,2,5,12,3.0,6.0,6,6,4,6.0,2,klimaatverandering,updates klimaat,klimaat,3.0,1.0,0,1,0,0
504,1,1,1.0,3,9,6.333333333333333,klimaat co2 opwarming,40,2,7,6,7.0,7.0,6,6,4,6.0,3,klimaat,co2,opwarming,3.0,2.0,0,0,1,0
505,1,2,1.6666666666666667,10,18,13.333333333333334,klimaatverandering knmi klimaat vn klimaat,60,1,7,12,7.0,7.0,7,6,4,6.5,3,klimaatverandering,knmi klimaat,vn klimaat,3.0,2.0,0,0,1,1
506,1,1,1.0,8,21,13.666666666666666,klimaatdoelstellingen stikstof duurzaamheid,54,1,6,2,6.0,6.0,6,5,4,5.5,3,klimaatdoelstellingen,stikstof,duurzaamheid,3.0,3.0,0,0,1,1
507,2,3,2.3333333333333335,14,24,18.0,klimaat actuele situatie klimaat beleid klimaat toekomst,31,2,6,11,6.0,6.0,6,5,4,5.5,3,klimaat actuele situatie,klimaat beleid,klimaat toekomst,3.0,3.0,0,0,1,0
