ID,im_nwords_min,im_nwords_max,im_nwords_mean,im_len_min,im_len_max,im_len_mean,total,base_lft,base_gender,base_opl,base_regio,base_polar,base_intpol,MVH_att_cc_1,MVH_att_cc_2,MVH_att_importance_2,att_cc_mean,opl_3cat,search query_1,search query_2,search query_3,total_valid,total_specific,edu_low,edu_mid,edu_high,base_gender2
890,1,1,1.0,7,18,11.333333333333334,klimaat opwarming klimaatverandering,48,1,3,8,8.0,6.0,3,3,2,3.0,2,klimaat,opwarming,klimaatverandering,3.0,1.0,0,1,0,1
891,2,4,3.0,12,32,21.0,klimaat 2020 klimaat crisis 2020 ontwikkelingen klimaat plan 2020,59,1,4,9,8.0,6.0,6,5,4,5.5,2,klimaat 2020,klimaat crisis 2020,ontwikkelingen klimaat plan 2020,3.0,3.0,0,1,0,1
892,1,1,1.0,3,8,6.0,klimaat co2 isolatie,61,1,5,8,2.0,7.0,6,3,5,4.5,2,klimaat,co2,isolatie,3.0,2.0,0,1,0,1
893,2,7,4.333333333333333,19,50,34.333333333333336,klimaat verandering maatregelen om de klimaatverandering tegen te gaan scepsis over de klimaatverandering,58,1,6,8,2.0,7.0,5,6,4,5.5,3,klimaat verandering,maatregelen om de klimaatverandering tegen te gaan,scepsis over de klimaatverandering,3.0,2.0,0,0,1,1
895,1,3,1.6666666666666667,7,18,12.0,klimaatverandering wat te doen klimaat,34,2,4,12,10.0,6.0,2,2,3,2.0,2,klimaatverandering,wat te doen,klimaat,3.0,1.0,0,1,0,0
896,1,4,2.3333333333333335,19,35,24.333333333333332,klimaatsverandering hoe te handelen klimaatsverandering verergering klimaat,51,2,3,8,6.0,6.0,5,4,5,4.5,2,klimaatsverandering,hoe te handelen klimaatsverandering,verergering klimaat,3.0,2.0,0,1,0,0
897,1,2,1.3333333333333333,12,18,16.0,verduurzamen klimaatverandering klimaat verbeteren,33,2,5,7,6.0,3.0,5,4,4,4.5,2,verduurzamen,klimaatverandering,klimaat verbeteren,3.0,2.0,0,1,0,0
898,2,3,2.6666666666666665,20,27,24.333333333333332,klimaat vraagstukken klimaat politiek nederland klimaat afspraken nederland,25,2,5,8,3.0,5.0,6,4,4,5.0,2,klimaat vraagstukken,klimaat politiek nederland,klimaat afspraken nederland,3.0,3.0,0,1,0,0
899,1,3,2.0,7,25,17.0,klimaat maatregelen klimaat acties klimaat regelingen,64,1,4,6,8.0,6.0,3,4,3,3.5,2,klimaat maatregelen,klimaat,acties klimaat regelingen,3.0,2.0,0,1,0,1
900,2,2,2.0,12,30,19.0,rapport ipcc cijfers klimaat klimaatverandering temperatuur,53,1,7,12,3.0,7.0,7,7,5,7.0,3,rapport ipcc,cijfers klimaat,klimaatverandering temperatuur,3.0,3.0,0,0,1,1
904,1,3,1.6666666666666667,13,26,17.666666666666668,klimaatplannen klimaatdoelen klimaat politieke partijen,28,1,7,7,4.0,6.0,7,7,5,7.0,3,klimaatplannen,klimaatdoelen,klimaat politieke partijen,3.0,3.0,0,0,1,1
905,1,2,1.3333333333333333,5,15,8.666666666666666,opwarming aarde ijskap mileu,61,1,3,8,7.0,9.0,5,4,4,4.5,2,opwarming aarde,ijskap,mileu,3.0,3.0,0,1,0,1
906,2,4,3.0,18,27,21.333333333333332,klimaat op partij programma klimaat verandering verdrag van parijs,20,1,3,10,5.0,6.0,4,5,4,4.5,2,klimaat op partij programma,klimaat verandering,verdrag van parijs,3.0,2.0,0,1,0,1
907,3,9,6.666666666666667,17,66,48.666666666666664,klimaat en milieu wat zijn de nederlandse richtlijnen mbt de klimaatveranderingen hoe onze medelanders omgaan met onze regels tegen milieuvervuiling,56,1,2,7,8.0,6.0,3,7,4,5.0,1,klimaat en milieu,wat zijn de nederlandse richtlijnen mbt de klimaatveranderingen,hoe onze medelanders omgaan met onze regels tegen milieuvervuiling,3.0,3.0,1,0,0,1
910,1,2,1.6666666666666667,3,22,13.0,klimaat doelstellingen parijs akkoord mvo,59,1,4,12,4.0,7.0,6,6,4,6.0,2,klimaat doelstellingen,parijs akkoord,mvo,3.0,3.0,0,1,0,1
911,1,1,1.0,3,6,5.0,natuur co2 dieren,67,2,1,8,5.0,1.0,3,5,1,4.0,1,natuur,co2,dieren,3.0,3.0,1,0,0,0
912,2,3,2.3333333333333335,15,17,16.333333333333332,opwarming aarde klimaat en milieu klimaat problemen,65,2,4,12,1.0,6.0,1,7,5,4.0,2,opwarming aarde,klimaat en milieu,klimaat problemen,3.0,3.0,0,1,0,0
913,1,1,1.0,13,13,13.0,klimaatdoelen climatechange klimaatbeleid,64,1,6,10,3.0,7.0,6,6,5,6.0,3,klimaatdoelen,climatechange,klimaatbeleid,3.0,2.0,0,0,1,1
914,1,1,1.0,7,10,8.666666666666666,opwarming klimaat greenpeace,39,2,4,12,6.0,5.0,4,5,4,4.5,2,opwarming,klimaat,greenpeace,3.0,2.0,0,1,0,0
915,1,4,2.3333333333333335,13,21,17.0,klimaat nederland klimaatdoelen klimaat 2010 tot 2020,25,1,4,10,8.0,5.0,6,4,4,5.0,2,klimaat nederland,klimaatdoelen,klimaat 2010 tot 2020,3.0,2.0,0,1,0,1
916,2,2,2.0,14,19,17.0,schone energie stijging zeespiegel gasloos  verwarmen,46,2,5,8,8.0,10.0,4,3,4,3.5,2,schone energie,stijging zeespiegel,gasloos  verwarmen,3.0,3.0,0,1,0,0
917,1,1,1.0,3,18,10.333333333333334,co2 klimaatverandering zeespiegel,39,1,4,10,7.0,7.0,4,5,5,4.5,2,co2,klimaatverandering,zeespiegel,3.0,2.0,0,1,0,1
918,1,1,1.0,8,18,11.666666666666666,klimaatverandering noordpool zuidpool,64,2,4,6,4.0,2.0,7,3,4,5.0,2,klimaatverandering,noordpool,zuidpool,3.0,2.0,0,1,0,0
919,1,3,2.0,14,29,21.333333333333332,klimaatdoelstellingen maatregelen klimaat nederland smelten ijskap,56,2,7,7,3.0,6.0,7,4,4,5.5,3,klimaatdoelstellingen,maatregelen klimaat nederland,smelten ijskap,3.0,3.0,0,0,1,0
920,1,2,1.6666666666666667,12,18,14.0,knmi klimaat klimaatverandering co2 uitstoot,39,1,7,7,2.0,7.0,6,7,5,6.5,3,knmi klimaat,klimaatverandering,co2 uitstoot,3.0,2.0,0,0,1,1
921,1,5,3.0,18,24,22.0,klimaatverandering veranderen van leefstijl wat kun je hiervoor doen,64,2,4,4,6.0,5.0,7,7,5,7.0,2,klimaatverandering,veranderen van leefstijl,wat kun je hiervoor doen,3.0,2.0,0,1,0,0
922,2,5,3.3333333333333335,15,27,20.666666666666668,opwarming aarde smelten ijs laatste 30 jaar knmi  opwarming aade,66,1,4,3,7.0,9.0,6,4,3,5.0,2,opwarming aarde,smelten ijs laatste 30 jaar,knmi  opwarming aade,3.0,3.0,0,1,0,1
923,2,4,2.6666666666666665,19,41,30.0,wanneer kernenergie benodigde hoeveelheid elektrische energie mogelijkheden energietransitie,65,1,6,6,6.0,6.0,3,4,3,3.5,3,wanneer kernenergie,benodigde hoeveelheid elektrische energie,mogelijkheden energietransitie,3.0,3.0,0,0,1,1
924,1,1,1.0,3,7,4.666666666666667,nasa c02 klimaat,22,1,7,8,0.0,10.0,7,7,5,7.0,3,nasa,c02,klimaat,3.0,2.0,0,0,1,1
925,1,2,1.6666666666666667,7,16,13.0,klimaat klimaat regering klimaat politiek,28,1,7,7,5.0,3.0,5,3,4,4.0,3,klimaat,klimaat regering,klimaat politiek,3.0,2.0,0,0,1,1
926,1,3,2.0,18,30,22.333333333333332,klimaatverandering het huidige klimaat bestrijding klimaatverandering,58,1,2,9,3.0,3.0,7,7,4,7.0,1,klimaatverandering,het huidige klimaat,bestrijding klimaatverandering,3.0,2.0,1,0,0,1
927,1,1,1.0,14,18,16.0,klimaatverandering milieuvervuiling klimaatakkoord,34,1,7,5,4.0,9.0,6,6,4,6.0,3,klimaatverandering,milieuvervuiling,klimaatakkoord,3.0,2.0,0,0,1,1
928,1,2,1.3333333333333333,13,16,14.666666666666666,klimaatdiscussie klimaatcrisis opwarming aarde,60,1,6,12,5.0,6.0,6,5,4,5.5,3,klimaatdiscussie,klimaatcrisis,opwarming aarde,3.0,3.0,0,0,1,1
930,4,6,5.0,24,50,34.666666666666664,klimaat en milieu in nederland zuinig omgaan met milieu klimaatveranderingen op later termijn in nederland,25,2,6,7,3.0,6.0,7,5,3,6.0,3,klimaat en milieu in nederland,zuinig omgaan met milieu,klimaatveranderingen op later termijn in nederland,3.0,3.0,0,0,1,0
931,1,1,1.0,5,11,7.666666666666667,klimaat verandering lobby,54,1,7,12,7.0,9.0,2,2,2,2.0,3,klimaat,verandering,lobby,3.0,1.0,0,0,1,1
933,2,4,2.6666666666666665,17,28,21.0,klimaat vervuiling oplossingen voor het klimaat klimaat nederland,26,2,4,12,5.0,6.0,5,5,4,5.0,2,klimaat vervuiling,oplossingen voor het klimaat,klimaat nederland,3.0,2.0,0,1,0,0
934,2,2,2.0,23,28,25.333333333333332,status klimaatverandering knmi klimaatverandering discussie klimaatverandering,53,1,4,4,7.0,6.0,4,3,2,3.5,2,status klimaatverandering,knmi klimaatverandering,discussie klimaatverandering,3.0,3.0,0,1,0,1
935,1,2,1.3333333333333333,7,20,14.666666666666666,klimaat discussie klimaatveranderingen klimaat,59,2,4,12,8.0,6.0,3,3,3,3.0,2,klimaat discussie,klimaatveranderingen,klimaat,3.0,1.0,0,1,0,0
936,2,2,2.0,16,19,17.333333333333332,klimaat politiek klimaat samenleving klimaat nederland,40,1,6,6,5.0,7.0,7,6,5,6.5,3,klimaat politiek,klimaat samenleving,klimaat nederland,3.0,2.0,0,0,1,1
937,1,2,1.3333333333333333,3,15,8.0,opwarming aarde co2 milleu,53,2,2,3,8.0,6.0,2,3,3,2.5,1,opwarming aarde,co2,milleu,3.0,3.0,1,0,0,0
938,1,1,1.0,3,18,9.0,klimaatverandering natuur co2,66,1,5,7,2.0,6.0,7,7,5,7.0,2,klimaatverandering,natuur,co2,3.0,2.0,0,1,0,1
939,1,2,1.3333333333333333,10,20,13.333333333333334,klimaattop stikstofproblematiek zure regen,44,2,6,6,6.0,7.0,5,3,3,4.0,3,klimaattop,stikstofproblematiek,zure regen,3.0,3.0,0,0,1,0
941,2,5,3.0,10,33,20.666666666666668,het broeikasseffect menselijke invloed op het klimaat het milieu,20,1,5,7,8.0,6.0,5,4,4,4.5,2,het broeikasseffect,menselijke invloed op het klimaat,het milieu,3.0,3.0,0,1,0,1
943,1,5,2.6666666666666665,14,38,26.666666666666668,klimaatverdrag klimaatverdrag en waar staat nederland alternatieven kolencentrales,58,2,5,10,3.0,3.0,3,4,3,3.5,2,klimaatverdrag,klimaatverdrag en waar staat nederland,alternatieven kolencentrales,3.0,3.0,0,1,0,0
944,1,2,1.3333333333333333,7,19,14.666666666666666,klimaatverandering klimaat verandering klimaat,44,1,6,7,8.0,3.0,3,5,3,4.0,3,klimaatverandering,klimaat,verandering klimaat,3.0,0.0,0,0,1,1
945,1,2,1.6666666666666667,10,12,11.333333333333334,mark rutte duurzaamheid plastic soep,18,2,3,11,4.0,4.0,3,6,4,4.5,2,mark rutte,duurzaamheid,plastic soep,3.0,3.0,0,1,0,0
948,2,2,2.0,16,31,24.0,klimaatverandering nieuws klimaatverandering documentaire klimaat politiek,34,1,6,4,3.0,7.0,7,7,5,7.0,3,klimaatverandering nieuws,klimaatverandering documentaire,klimaat politiek,3.0,3.0,0,0,1,1
949,1,2,1.3333333333333333,10,13,11.333333333333334,klimaat gekte zeespiegel temperatuur,67,1,2,1,9.0,10.0,1,1,2,1.0,1,klimaat gekte,zeespiegel,temperatuur,3.0,3.0,1,0,0,1
950,1,3,2.0,15,20,17.666666666666668,klimaatverandering klimaat en mens temperatuur stijging,64,1,2,8,5.0,6.0,2,4,4,3.0,1,klimaatverandering,klimaat en mens,temperatuur stijging,3.0,2.0,1,0,0,1
951,1,2,1.6666666666666667,17,22,19.0,klimaat doelstellingen landen klimaattop klimaatverbetering,47,2,6,7,7.0,7.0,6,4,4,5.0,3,klimaat doelstellingen,landen klimaattop,klimaatverbetering,3.0,3.0,0,0,1,0
952,2,3,2.6666666666666665,19,27,22.0,klimaat discussie nederland verandering klimaat eu verslagen klimaat,63,1,6,12,4.0,3.0,6,4,3,5.0,3,klimaat discussie nederland,verandering klimaat,eu verslagen klimaat,3.0,2.0,0,0,1,1
953,4,6,5.0,27,41,33.666666666666664,hoe  snel veranderd klimaat hoe kan klimaatverandering worden beperkt hoe kan ik klimaat neutraal leven,54,2,5,7,5.0,6.0,4,5,4,4.5,2,hoe  snel veranderd klimaat,hoe kan klimaatverandering worden beperkt,hoe kan ik klimaat neutraal leven,3.0,3.0,0,1,0,0
954,1,1,1.0,6,9,7.333333333333333,klimaat opwarming milieu,42,1,5,10,5.0,0.0,6,6,4,6.0,2,klimaat,opwarming,milieu,3.0,2.0,0,1,0,1
955,1,1,1.0,6,8,7.0,klimaat milieu stikstof,64,1,6,7,1.0,9.0,7,7,5,7.0,3,klimaat,milieu,stikstof,3.0,2.0,0,0,1,1
956,1,2,1.6666666666666667,6,20,13.333333333333334,actueel nieuws nieuws politiek samenleving,38,1,6,7,3.0,5.0,4,3,3,3.5,3,actueel nieuws,nieuws,politiek samenleving,3.0,3.0,0,0,1,1
957,1,2,1.3333333333333333,12,16,14.333333333333334,klimaat politiek klimaatregeling klimaatdebat,18,1,5,12,6.0,1.0,3,4,2,3.5,2,klimaat politiek,klimaatregeling,klimaatdebat,3.0,3.0,0,1,0,1
958,1,4,2.3333333333333335,15,20,16.666666666666668,opwarming aarde smelten van de polen luchtvervuiling,53,1,3,10,5.0,7.0,7,3,4,5.0,2,opwarming aarde,smelten van de polen,luchtvervuiling,3.0,3.0,0,1,0,1
959,1,2,1.3333333333333333,12,17,14.0,klimaatbeheersing duurzaamheid groene stroom,67,2,4,9,7.0,6.0,7,7,5,7.0,2,klimaatbeheersing,duurzaamheid,groene stroom,3.0,3.0,0,1,0,0
960,3,4,3.6666666666666665,15,22,19.666666666666668,gaan we duurzaam leven wat is duurzaam wat wordt er verandert,23,2,7,10,10.0,6.0,5,4,3,4.5,3,gaan we duurzaam leven,wat is duurzaam,wat wordt er verandert,3.0,3.0,0,0,1,0
962,2,8,4.0,18,37,26.333333333333332,klimaatdoelstellingen eu wat kan ik doen voor een beter milieu groene oplossingen,44,1,4,8,7.0,6.0,7,6,5,6.5,2,klimaatdoelstellingen eu,wat kan ik doen voor een beter milieu,groene oplossingen,3.0,3.0,0,1,0,1
964,1,2,1.6666666666666667,13,18,15.666666666666666,verwarming aarde zwerf plastic klimaatverandering,38,1,4,8,7.0,4.0,3,4,3,3.5,2,verwarming aarde,zwerf plastic,klimaatverandering,3.0,2.0,0,1,0,1
965,2,4,2.6666666666666665,13,33,22.0,klimaat debat klimaat doelstelling mening klimaat politieke partijen,58,1,5,7,8.0,7.0,3,2,3,2.5,2,klimaat debat,klimaat doelstelling,mening klimaat politieke partijen,3.0,3.0,0,1,0,1
966,2,3,2.3333333333333335,14,28,20.666666666666668,klimaat effect autos co2 vervuiling klimaateffect vleesindustrie,18,1,5,7,4.0,0.0,7,5,1,6.0,2,klimaat effect autos,co2 vervuiling,klimaateffect vleesindustrie,3.0,3.0,0,1,0,1
967,1,2,1.3333333333333333,7,15,10.0,klimaat opwarming aarde zuidpool,58,1,5,12,4.0,6.0,6,6,4,6.0,2,klimaat,opwarming aarde,zuidpool,3.0,2.0,0,1,0,1
969,1,2,1.6666666666666667,18,22,20.0,klimaat statistieken voorspellingen klimaat klimaatverandering,34,1,6,12,6.0,6.0,3,5,4,4.0,3,klimaat statistieken,voorspellingen klimaat,klimaatverandering,3.0,2.0,0,0,1,1
972,1,3,2.0,14,19,17.0,klimaatverandering klimaat deal parijs klimaat corona,39,1,6,12,3.0,7.0,6,6,5,6.0,3,klimaatverandering,klimaat deal parijs,klimaat corona,3.0,2.0,0,0,1,1
973,2,2,2.0,11,19,16.0,klimaat co2 klimaat zeespiegel klimaat kernenergie,53,1,6,8,6.0,6.0,4,4,3,4.0,3,klimaat co2,klimaat zeespiegel,klimaat kernenergie,3.0,3.0,0,0,1,1
975,2,4,3.0,16,37,24.666666666666668,klimaat hysterie kosten klimaat agenda maatregelen buurlanden klimaat milieu,45,1,6,8,8.0,7.0,3,2,3,2.5,3,klimaat hysterie,kosten klimaat agenda,maatregelen buurlanden klimaat milieu,3.0,3.0,0,0,1,1
978,1,2,1.3333333333333333,3,18,12.0,klimaatverandering co2 opwarming aarde,56,2,4,8,7.0,7.0,4,1,5,2.5,2,klimaatverandering,co2,opwarming aarde,3.0,2.0,0,1,0,0
979,5,6,5.666666666666667,28,31,30.0,groeit de ijskap in het noorden groeit de ijskap  in het zuiden wat te doen tegen bosbranden,60,1,2,8,1.0,7.0,2,7,5,4.5,1,groeit de ijskap in het noorden,groeit de ijskap  in het zuiden,wat te doen tegen bosbranden,3.0,3.0,1,0,0,1
980,1,1,1.0,7,18,12.666666666666666,klimaat klimaatverandering klimaatbeleid,54,2,2,8,5.0,5.0,4,3,3,3.5,1,klimaat,klimaatverandering,klimaatbeleid,3.0,1.0,1,0,0,0
981,1,3,1.6666666666666667,10,22,16.333333333333332,bosbranden smelten van poolkappen klimaatactivisten,19,2,5,8,6.0,2.0,7,6,4,6.5,2,bosbranden,smelten van poolkappen,klimaatactivisten,3.0,3.0,0,1,0,0
982,1,6,2.6666666666666665,7,30,18.333333333333332,klimaatverandering klimaat wat doet de wereld met klimaat,26,1,7,12,6.0,6.0,6,3,3,4.5,3,klimaatverandering,klimaat,wat doet de wereld met klimaat,3.0,0.0,0,0,1,1
983,7,10,9.0,32,58,48.333333333333336,welke ontwikkelingen zijn er op het gebied van het klimaat wat staat er op de politieke agenda omtrent het klimaat wat kan ik doen voor het klimaat,27,2,6,11,8.0,1.0,5,5,4,5.0,3,welke ontwikkelingen zijn er op het gebied van het klimaat,wat staat er op de politieke agenda omtrent het klimaat,wat kan ik doen voor het klimaat,3.0,3.0,0,0,1,0
984,2,2,2.0,16,21,18.0,klimaat regering klimaat nederland klimaat veranderingen,52,2,4,12,5.0,2.0,4,4,2,4.0,2,klimaat regering,klimaat nederland,klimaat veranderingen,3.0,1.0,0,1,0,0
985,2,5,3.0,18,34,26.666666666666668,klimaatsverandering oorzaken transitie naar een nieuwe economie nieuwe technologie,65,1,7,12,9.0,10.0,7,7,5,7.0,3,klimaatsverandering oorzaken,transitie naar een nieuwe economie,nieuwe technologie,3.0,3.0,0,0,1,1
986,1,1,1.0,13,17,14.666666666666666,klimaatcrisis kinaatverandering klimaatverdrag,54,1,5,8,1.0,10.0,6,4,4,5.0,2,klimaatcrisis,kinaatverandering,klimaatverdrag,3.0,2.0,0,1,0,1
987,4,5,4.666666666666667,31,42,35.0,klimaat verandering en virussen climate change and foid security climate change and coronavirus innovations,52,2,7,4,2.0,6.0,6,6,5,6.0,3,klimaat verandering en virussen,climate change and foid security,climate change and coronavirus innovations,3.0,3.0,0,0,1,0
989,1,5,2.6666666666666665,14,26,21.0,klimaatverandering 2020 broeikaseffect hoelang heeft de aarde nog,20,1,6,12,2.0,6.0,7,7,5,7.0,3,klimaatverandering 2020,broeikaseffect,hoelang heeft de aarde nog,3.0,3.0,0,0,1,1
990,2,4,2.6666666666666665,17,34,23.666666666666668,klimaat duurzaamheid smelten noordpool stijging temperatuur en zeespiegel,63,1,6,7,4.0,7.0,7,6,4,6.5,3,klimaat duurzaamheid,smelten noordpool,stijging temperatuur en zeespiegel,3.0,3.0,0,0,1,1
992,1,1,1.0,10,18,15.0,klimaatverandering klimaattop milieuconferencie,59,1,4,12,5.0,1.0,1,1,1,1.0,2,klimaatverandering,klimaattop,milieuconferencie,3.0,2.0,0,1,0,1
993,2,3,2.3333333333333335,22,27,24.0,doelstellingen klimaat biodiversiteit in nederland plannen vliegbewegingen,53,2,4,9,5.0,6.0,6,7,5,6.5,2,doelstellingen klimaat,biodiversiteit in nederland,plannen vliegbewegingen,3.0,3.0,0,1,0,0
994,2,7,5.0,23,48,38.0,hoe staat nederland in de klimaatbeheersing wat te doen als consument voor klimaatbeheersing wanneer klimaatneutraal,52,2,6,4,3.0,4.0,6,1,4,3.5,3,hoe staat nederland in de klimaatbeheersing,wat te doen als consument voor klimaatbeheersing,wanneer klimaatneutraal,3.0,3.0,0,0,1,0
995,1,1,1.0,7,18,13.0,klimaat klimaatverandering klimaatakkoord,55,1,5,8,8.0,10.0,6,2,4,4.0,2,klimaat,klimaatverandering,klimaatakkoord,3.0,1.0,0,1,0,1
996,1,2,1.6666666666666667,10,15,13.0,climate change carbon emission greenhouse,21,1,6,7,5.0,10.0,7,7,5,7.0,3,climate change,carbon emission,greenhouse,3.0,2.0,0,0,1,1
997,1,4,2.3333333333333335,18,22,19.666666666666668,klimaatverandering stijging zeespiegel opwarming van de aarde,41,2,5,10,7.0,6.0,6,5,4,5.5,2,klimaatverandering,stijging zeespiegel,opwarming van de aarde,3.0,2.0,0,1,0,0
998,2,3,2.3333333333333335,16,32,24.333333333333332,energieverbruik nederland lange termijn klimaatverandering duurzame energie,62,1,6,4,3.0,6.0,3,4,3,3.5,3,energieverbruik nederland,lange termijn klimaatverandering,duurzame energie,3.0,3.0,0,0,1,1
1000,2,6,4.333333333333333,16,49,28.0,niet van het gas af nadelen biomassa btw en accijns op luchtvaartmaatschappijen heffen,58,1,6,8,4.0,3.0,7,6,5,6.5,3,niet van het gas af,nadelen biomassa,btw en accijns op luchtvaartmaatschappijen heffen,3.0,3.0,0,0,1,1
1001,2,5,3.0,14,32,21.666666666666668,climate change average temperature biden approach to climate change,24,1,6,12,5.0,3.0,4,7,4,5.5,3,climate change,average temperature,biden approach to climate change,3.0,2.0,0,0,1,1
1002,1,1,1.0,14,18,16.0,klimaatdiscussie klimaatverdrag klimaatverandering,42,2,7,7,5.0,6.0,5,1,3,3.0,3,klimaatdiscussie,klimaatverdrag,klimaatverandering,3.0,2.0,0,0,1,0
1003,5,8,6.0,20,37,28.333333333333332,a life on our planet hoe kan ik zelf verduurzamen hoe lang is bora bora nog te bezoeken,26,1,7,8,6.0,10.0,6,5,5,5.5,3,a life on our planet,hoe kan ik zelf verduurzamen,hoe lang is bora bora nog te bezoeken,3.0,3.0,0,0,1,1
1004,1,2,1.6666666666666667,13,18,16.333333333333332,co2 nederland klimaatverandering stikstof nederland,25,1,6,7,7.0,9.0,4,6,4,5.0,3,co2 nederland,klimaatverandering,stikstof nederland,3.0,2.0,0,0,1,1
1005,1,1,1.0,7,11,9.0,klimaat verandering opwarming,50,1,6,10,8.0,9.0,7,7,5,7.0,3,klimaat,verandering,opwarming,3.0,1.0,0,0,1,1
1006,1,6,3.0,7,28,17.0,klimaat hoe gaat het met het klimaat klimaat omgeving,60,1,3,9,5.0,1.0,6,5,5,5.5,2,klimaat,hoe gaat het met het klimaat,klimaat omgeving,3.0,2.0,0,1,0,1
1007,1,1,1.0,7,18,11.333333333333334,klimaatverandering ijsbergen klimaat,65,2,2,6,5.0,0.0,3,2,3,2.5,1,klimaatverandering,ijsbergen,klimaat,3.0,1.0,1,0,0,0
1009,2,4,3.3333333333333335,19,46,36.666666666666664,smeltende ijskappen uitsterven diersoorten door klimaatverandering minder biodiversiteit door klimaatverandering,40,2,6,7,3.0,6.0,7,7,5,7.0,3,smeltende ijskappen,uitsterven diersoorten door klimaatverandering,minder biodiversiteit door klimaatverandering,3.0,3.0,0,0,1,0
1010,1,2,1.3333333333333333,7,18,13.0,klimaatverandering klimaat climate change,20,1,3,1,3.0,6.0,7,2,4,4.5,2,klimaatverandering,klimaat,climate change,3.0,0.0,0,1,0,1
1012,1,1,1.0,7,12,10.0,klimaat temperatuur geschiedenis,56,1,6,12,4.0,7.0,6,5,4,5.5,3,klimaat,temperatuur,geschiedenis,3.0,2.0,0,0,1,1
1013,1,2,1.3333333333333333,7,14,11.666666666666666,klimaatakkoord klimaat europa klimaat,57,1,4,8,0.0,5.0,6,7,5,6.5,2,klimaatakkoord,klimaat,europa klimaat,3.0,1.0,0,1,0,1
1014,1,1,1.0,6,14,10.333333333333334,klimaatakkoord maatregelen kosten,61,1,5,7,8.0,9.0,3,6,4,4.5,2,klimaatakkoord,maatregelen,kosten,3.0,3.0,0,1,0,1
1015,2,5,3.3333333333333335,20,30,25.0,permafrost opwarming onderzoek naar pesticiden wiki co2 kosten voor bedrijven,56,1,4,5,3.0,7.0,7,6,5,6.5,2,permafrost opwarming,onderzoek naar pesticiden,wiki co2 kosten voor bedrijven,3.0,3.0,0,1,0,1
1016,3,6,4.0,25,38,31.333333333333332,opwarming aarde nederland waterspiegel stijging nederland zijn de nederlandse dijken hoog genoeg,56,1,4,1,2.0,6.0,7,6,5,6.5,2,opwarming aarde nederland,waterspiegel stijging nederland,zijn de nederlandse dijken hoog genoeg,3.0,3.0,0,1,0,1
1017,1,5,3.0,7,23,15.666666666666666,klimaat zorgen om klimaat wat te doen met klimaat,51,2,3,12,5.0,3.0,1,7,3,4.0,2,klimaat,zorgen om klimaat,wat te doen met klimaat,3.0,2.0,0,1,0,0
1018,1,3,2.3333333333333335,20,22,20.666666666666668,klimaat en samenleving klimaatveranderingen klimaat en nederland,67,1,6,4,8.0,7.0,3,3,4,3.0,3,klimaat en samenleving,klimaatveranderingen,klimaat en nederland,3.0,1.0,0,0,1,1
1019,1,2,1.6666666666666667,15,18,16.666666666666668,klimaatverandering klimaat discussie klimaat akkoord,34,2,7,12,7.0,6.0,7,6,5,6.5,3,klimaatverandering,klimaat discussie,klimaat akkoord,3.0,2.0,0,0,1,0
1020,1,2,1.6666666666666667,10,14,11.666666666666666,csb klimaat nieuws co2 klimaatakkoord,37,1,6,1,7.0,6.0,4,4,3,4.0,3,csb klimaat,nieuws co2,klimaatakkoord,3.0,3.0,0,0,1,1
1021,1,2,1.6666666666666667,15,19,17.333333333333332,opwarming aarde klimaat maatregelen zeespiegelstijging,52,2,5,4,4.0,6.0,6,6,4,6.0,2,opwarming aarde,klimaat maatregelen,zeespiegelstijging,3.0,3.0,0,1,0,0
1023,4,7,5.0,19,29,23.0,hoe moet ik stemmen wie zit er in de tweede kamer wie is thierry baudet,18,2,5,4,1.0,6.0,6,1,5,3.5,2,hoe moet ik stemmen,wie zit er in de tweede kamer,wie is thierry baudet,3.0,3.0,0,1,0,0
1024,1,4,2.3333333333333335,8,22,15.666666666666666,opwarming van de aarde broeikas milieu vervuiling,25,2,7,12,7.0,1.0,7,6,5,6.5,3,opwarming van de aarde,broeikas,milieu vervuiling,3.0,3.0,0,0,1,0
1025,1,2,1.3333333333333333,6,12,8.0,acties beleid milieu zones,61,1,6,4,7.0,6.0,2,2,2,2.0,3,acties,beleid,milieu zones,3.0,3.0,0,0,1,1
1026,1,2,1.6666666666666667,7,15,12.0,poitiek politiek nieuws laatste nieuws,51,2,2,7,6.0,6.0,4,5,5,4.5,1,poitiek,politiek nieuws,laatste nieuws,3.0,3.0,1,0,0,0
1027,3,4,3.3333333333333335,22,32,28.666666666666668,klimaatdoelen overheid nederland klimaat standpunt milieudefensie green peace en klimaat,67,1,5,8,5.0,6.0,7,7,5,7.0,2,klimaatdoelen overheid nederland,klimaat standpunt milieudefensie,green peace en klimaat,3.0,3.0,0,1,0,1
1028,2,5,3.6666666666666665,19,36,26.0,klimaat verandering invloed van het klimaat wat te doen tegen klimaatverandering,19,2,5,12,3.0,5.0,5,4,5,4.5,2,klimaat verandering,invloed van het klimaat,wat te doen tegen klimaatverandering,3.0,2.0,0,1,0,0
1029,1,2,1.6666666666666667,7,18,14.0,klimaat bespreking klimaat problemen klimaat,22,1,4,8,5.0,1.0,5,4,4,4.5,2,klimaat,bespreking klimaat,problemen klimaat,3.0,2.0,0,1,0,1
